jailID,charge,courtFile,bondOrFine,dispositionDate,dispositionOfCharge
4128L-004,P&P HOLD - FELONY,13CF751,$.00,2017/03/17,P.O.HOLD CANCELLED
4128L-004,BURGLARY-BUILDING OR DWELLING,13CF751,$.00,,
4465J-005,RETURN ON WRIT,16CF9,$.00,,
2653N-001,OPERATING WHILE INTOXICATED,16CT740,$.00,,
306K-008,MANUF/DELIVER COCAINE (>40G),15CF1145,$.00,,
306K-008,MANUF/DELIVER COCAINE (>40G),15CF1145,$.00,2017/04/26,COMBINED WITH CHARGE 1
363J-013,P&P HOLD - FELONY,16CF283,$.00,,
7237J-022,P&P HOLD - FELONY,11CF1220,$.00,,
7237J-022,INJURY BY NEGLIGENT USE/WEAPON/EXPLOSIVE,,$.00,,
7237J-022,THEFT-MOVABLE PROPERTY,,$.00,,
7237J-022,POSSESS FIREARM BY FELON,,$.00,,
7238J-012,BAIL JUMPING-FELONY,17CF373,$2500.00,,
7238J-012,RESISTING OR OBSTRUCTING AN OFFICER,,$.00,2017/04/12,COMBINED WITH CHARGE 1
7238J-012,OPERATE M/V WITHOUT LIABILITY INSURANCE,17TR4703,$.00,2017/04/11,NO POST/RELEASED W/COURT
7238J-012,OPERATOR MAKE ILLEGAL RIGHT TURN ON RED,17TR4702,$.00,2017/04/11,NO POST/RELEASED W/COURT
7238J-012,CRIMINAL DAMAGE TO PROPERTY,17CM463,$800.00,,
7238J-012,CRT STATUS ONLY-NOT A CHARGE,17CF352,$.00,2017/04/13,*NOT A CHARGE*
2270J-012,BURGLARY-BUILDING OR DWELLING,16CF657,$.00,,
2270J-012,CRT STATUS ONLY-NOT A CHARGE,,$.00,2017/04/17,*NOT A CHARGE*
2270J-012,CRT STATUS ONLY-NOT A CHARGE,16CF1332,$.00,2017/04/21,*NOT A CHARGE*
4103M-010,BAIL JUMPING-MISDEMEANOR,17CM185,$.00,2017/03/02,PLACED ON PROBATION
4103M-010,OPERATING WHILE REVOKED,,$.00,2017/02/13,NO ISSUE
4103M-010,POSSESSION OF THC,,$.00,2017/02/13,COMBINED WITH CHARGE 1
4103M-010,FAIL/DISPLAY VEHICLE LICENSE PLATES,,$.00,2017/02/12,NO POST/RELEASED W/COURT
4103M-010,OPERATING M/V W/O INSURANCE,16TR14264,$.00,2017/03/09,TIME SERVED
4103M-010,AUTOMOBILE FOLLOWING TOO CLOSELY,16TR14265,$.00,2017/03/09,TIME SERVED
4103M-010,POSSESSION OF THC,17CM45,$.00,2017/03/02,PLACED ON PROBATION
65N-002,BAIL JUMPING-FELONY,17CF247,$10000.00,,
9.62E-25,P&P HOLD - FELONY,12CF329,$.00,,
9.62E-25,RESISTING OR OBSTRUCTING AN OFFICER,17CM508,$.00,,
9.62E-25,DISORDERLY CONDUCT,,$.00,2017/04/20,COMBINED WITH CHARGE 2
9.652E-31,CHILD ABUSE-INTENTIONALLY CAUSE HARM,17CF232,$8000.00,,
9.652E-31,STRANGULATION AND SUFFOCATION,,$.00,2017/03/07,COMBINED WITH CHARGE 1
9.652E-31,BAIL JUMPING-MISDEMEANOR,,$.00,2017/03/07,COMBINED WITH CHARGE 1
9.652E-31,DISORDERLY CONDUCT,,$.00,2017/03/07,NO ISSUE
6128J-009,P&P HOLD - MISD,15CM665,$.00,,
6128J-009,SEX OFFENDER-FAIL/UPDATE INFORMATION,17CF140,$1000.00,,
6128J-009,BATTERY,17CM370,$2500.00,,
6128J-009,RESISTING OR OBSTRUCTING AN OFFICER,,$.00,2017/03/28,COMBINED WITH CHARGE 2
6128J-009,THEFT-MOVABLE PROPERTY,,$.00,2017/03/28,COMBINED WITH CHARGE 2
6128J-009,CARRYING CONCEALED WEAPON,,$313.00,,
6128J-009,OPEN INTOXICANT (SIDEWALK STREET OR MV),,$124.00,,
2047N-001,1ST-DEGREE INTENTIONAL HOMICIDE,16CF869,$500000.00,,
2224N-000,1ST-DEGREE INTENTIONAL HOMICIDE,16CF867,$1000000.00,,
1429C-039,OPERATING WHILE SUSPENDED,17TR293,$200.50,,
1429C-039,OPERATE M/V WITHOUT LIABILITY INSURANCE,17TR294,$200.50,,
1429C-039,OPERATE UNREGISTERED VEHICLE,17TR295,$175.30,,
1429C-039,UNSAFE BACKING OF VEHICLE,,$.00,2017/04/23,NO POST/RELEASED W/COURT
1429C-039,OPERATING WHILE SUSPENDED,,$.00,2017/04/23,NO POST/RELEASED W/COURT
1429C-039,OPERATE M/V WITHOUT LIABILITY INSURANCE,,$.00,2017/04/23,NO POST/RELEASED W/COURT
2628N-001,STRANGULATION AND SUFFOCATION,17CF342,$1500.00,,
2628N-001,BATTERY,,$.00,2017/04/05,COMBINED WITH CHARGE 1
2628N-001,DISORDERLY CONDUCT,,$.00,2017/04/05,COMBINED WITH CHARGE 1
2628N-001,CRT STATUS ONLY-NOT A CHARGE,17CV383,$.00,2017/04/17,*NOT A CHARGE*
8113J-001,INTIMIDATE WITNESS/PERSON CHARGED/FELONY,17CF255,$200000.00,,
8113J-001,INTIMIDATE WITNESS/PERSON CHARGED/FELONY,17CF255,$.00,2017/03/15,WARRANT ADDITIONAL CHARGE
9769L-003,P&P HOLD - FELONY,15CF939,$.00,2017/03/28,P.O.HOLD CANCELLED
9769L-003,POSSESSION OF THC,,$.00,2017/03/08,TIME SERVED
9769L-003,RETAIL THEET-INTENTIONALLY TAKE,15CF939,$.00,,
3924G-018,P&P HOLD - FELONY,06CF1246,$.00,,
3924G-018,POSSESS W/INTENT-THC (<=200GRAMS),17CF102,$7500.00,,
3924G-018,IMPROPERLY ATTACHED LICENSE PLATES,,$.00,2017/01/27,NO POST/RELEASED W/COURT
5833J-000,1ST-DEGREE RECKLESSLY ENDANGERING SAFETY,,$.00,2008/01/22,NO ISSUE
5833J-000,DISORDERLY CONDUCT - SEE 947.01(1),08CM128,$.00,2008/01/22,SIGNATURE BOND
8518K-000,P&PHOLD-FELONY,08CF790,$.00,2010/06/07,P.O.HOLD CANCELLED
5223K-008,P&P HOLD - MISD,16CM497,$.00,,
5812K-009,P&P HOLD - FELONY,14CF1240,$.00,2017/02/10,P.O.HOLD CANCELLED
5812K-009,STRANGULATION AND SUFFOCATION,14CF1240,$.00,,
7170K-007,INTIMIDATE VICTIM/USE OR ATTEMPT FORCE,17CF300,$2000.00,,
7170K-007,BATTERY,,$.00,2017/03/27,COMBINED WITH CHARGE 1
7170K-007,DISORDERLY CONDUCT,,$.00,2017/03/27,COMBINED WITH CHARGE 1
7170K-007,CRT STATUS ONLY-NOT A CHARGE,,$.00,2017/04/21,*NOT A CHARGE*
7170K-007,CRT STATUS ONLY-NOT A CHARGE,17FA170,$.00,2017/04/24,*NOT A CHARGE*
1180N-001,ARMED ROBBERY WITH THREAT OF FORCE,16CF414,$49250.00,,
1180N-001,BAIL JUMPING-FELONY,17CF289,$.00,,
2779F-014,BURGLARY-ARM SELF W/ DANGEROUS WEAPON,17CF359,$2000.00,,
2779F-014,THEFT-MOVABLE PROPERTY,,$.00,2017/04/07,COMBINED WITH CHARGE 1
2779F-014,CRIMINAL DAMAGE TO PROPERTY,,$.00,2017/04/07,COMBINED WITH CHARGE 1
2779F-014,OPERATING WHILE SUSPENDED,,$187.00,,
2779F-014,POSSESSION OF THC,,$.00,2017/04/17,PENDING SUMMONS AND COMPL
2779F-014,POSSESS DRUG PARAPHERNALIA,,$100.00,2017/04/17,PENDING SUMMONS AND COMPL
4014N-000,MANUF/DELIVER THC (<=200 GRAMS),17CF215,$25000.00,,
4014N-000,MANUF/DELIVER THC (<=200 GRAMS),,$.00,2017/03/02,COMBINED WITH CHARGE 1
4014N-000,MANUF/DELIVER THC (<=200 GRAMS),,$.00,2017/03/02,COMBINED WITH CHARGE 1
4014N-000,MANUF/DELIVER COCAINE (>1-5G),,$.00,2017/03/02,COMBINED WITH CHARGE 1
4014N-000,MANUE/DELIVER THC (<=200 GRAMS),,$.00,2017/03/02,COMBINED WITH CHARGE 1
3320N-000,POSSESSION OF NARCOTIC DRUGS,16CF1373,$10000.00,,
3320N-000,WARRANT OTHER AGENCY,95CM1456,$500.00,,
3320N-000,CRT STATUS ONLY-NOT A CHARGE,,$.00,2017/01/09,*NOT A CHARGE*
3320N-000,CRT STATUS ONLY-NOT A CHARGE,14FA747,$.00,2017/01/25,*NOT A CHARGE*
3320N-000,CRT STATUS ONLY-NOT A CHARGE,,$.00,2017/01/30,*NOT A CHARGE*
3320N-000,CRT STATUS ONLY-NOT A CHARGE,,$.00,2017/03/20,*NOT A CHARGE*
7550M-000,FEDERAL AGENCY HOLD,,$.00,,
5078C-013,P&P HOLD - FELONY,10CF72,$.00,,
5078C-013,MISAPPROPRIATE ID INFO - OBTAIN MONEY,,$.00,2017/05/01,PENDING SUMMONS AND COMPL
5078C-013,FRAUDULENT USE OF CREDIT CARD,,$.00,2017/05/01,PENDING SUMMONS AND COMPL
35141-012,CONTEMPT OF COURT - DISOBEY ORDER,,$.00,2017/04/26,SENTENCE STAYED
35141-012,OPERATING WHILE SUSPENDED,16TR11882,$200.50,,
35141-012,OPERATE M/V WITHOUT LIABILITY INSURANCE,16TR11883,$200.50,,
35141-012,OPERATE UNREGISTERED VEHICLE,16TR11884,$175.30,,
35141-012,WARRANT OTHER AGENCY,,$.00,,
1311N-002,RETURN ON WRIT,16CF522,$.00,,
1076J-005,P&P HOLD - FELONY,06CF1355,$.00,,
9267G-017,P&P HOLD - FELONY,07CF724,$.00,2017/03/28,P.O.HOLD CANCELLED
9267G-017,RESISTING OR OBSTRUCTING AN OFFICER,17FO339,$.00,2017/04/20,TIME TO PAY
9267G-017,EXTENDED SUPERVISION SANCTION,13CM281,$.00,,
1804N-000,2ND DEGREE SEXUAL ASSAULT OF CHILD,16CF734,$50000.00,,
84951-010,RETAIL THEET-INTENTIONALLY TAKE,16CM386,$.00,,
84951-010,ESCAPE-CRIMINAL ARREST,16CF1290,$.00,,
5313F-024,SEX OFFENDER-FAIL/PROVIDE INFORMATION,15CF1095,$1000.00,,
5313F-024,CRT STATUS ONLY-NOT A CHARGE,00FA221,$.00,2017/02/15,*NOT A CHARGE*
5973K-012,EXTENDED SUPERVISION SANCTION,14CF947,$.00,,
3698H-027,BAIL JUMPING-MISDEMEANOR,16CM1623,$2000.00,,
3698H-027,RETAIL THEFT (<= $1000),,$.00,2016/12/07,COMBINED WITH CHARGE 1
3698H-027,CRT STATUS ONLY-NOT A CHARGE,16CM1410,$.00,2017/01/05,*NOT A CHARGE*
3698H-027,CRT STATUS ONLY-NOT A CHARGE,16CT756,$.00,2017/01/05,*NOT A CHARGE*
1462C-040,EXTENDED SUPERVISION SANCTION,10CF676,$.00,,
8594G-005,2ND DEGREE SEXUAL ASSAULT OF CHILD,17CF150,$25000.00,,
4538L-008,P&P HOLD - MISD,15CM328,$.00,2016/10/28,P.O.HOLD CANCELLED
4538L-008,POSSESSION OF COCAINE/COCA,16CM1387,$.00,2016/10/31,SIGNATURE BOND
4538L-008,POSSESSION OF THC,,$.00,2016/10/18,COMBINED WITH CHARGE 2
4538L-008,BATTERY,15CM328,$.00,,
2345H-003,CAPIAS,03FA261,$.00,2016/11/23,CAPIAS VACATED
2345H-003,BATTERY,16CF1217,$5000.00,,
2345H-003,INTIMIDATE VICTIM/USE OR ATTEMPT FORCE,16CF1217,$.00,2016/11/22,WARRANT ADDITIONAL CHARGE
2345H-003,CRIMINAL DAMAGE TO PROPERTY,16CF1217,$.00,2016/11/22,WARRANT ADDITIONAL CHARGE
2345H-003,DISORDERLY CONDUCT,16CF1217,$.00,2016/11/22,WARRANT ADDITIONAL CHARGE
379M-001,CONTEMPT OF COURT - DISOBEY ORDER,07FA497,$.00,,
9616J-002,CONTEMPT OF COURT - DISOBEY ORDER,14FA947,$.00,,
8571H-016,EXTRADITION,17CF349,$.00,,
8371K-003,MANUFACTURE/DELIVER HEROIN (<3G),16CF548,$5000.00,,
8371K-003,MANUFACTURE/DELIVER HEROIN (<3G),16CF548,$.00,2016/05/18,WARRANT ADDITIONAL CHARGE
8371K-003,MANUFACTURE/DELIVER HEROIN (<3G),16CF548,$.00,2016/05/18,WARRANT ADDITIONAL CHARGE
8371K-003,BURGLARY-BUILDING OR DWELLING,16CF615,$25000.00,,
8371K-003,ROBBERY WITH USE OF FORCE,16CF615,$.00,2016/06/02,COMBINED WITH CHARGE 4
8371K-003,CRIMINAL DAMAGE TO PROPERTY,16CF615,$.00,2016/06/02,COMBINED WITH CHARGE 4
8371K-003,DISORDERLY CONDUCT,16CF615,$.00,2016/06/02,COMBINED WITH CHARGE 4
6808H-026,P&P HOLD - FELONY,13CF105,$.00,,
6808H-026,REVOCATION ORD & WARR,15CM620,$.00,,
6808H-026,REVOCATION ORD & WARR,08CF381,$.00,,
6808H-026,WARRANT OTHER AGENCY,13CM931,$.00,,
6513L-004,P&P HOLD - FELONY,13CF664,$.00,,
6008M-006,BAIL JUMPING-MISDEMEANOR,17CM181,$.00,2017/04/10,PLACED ON PROBATION
6008M-006,POSSESS DRUG PARAPHERNALIA,,$.00,2017/02/13,COMBINED WITH CHARGE 1
6008M-006,DISORDERLY CONDUCT,17CM163,$.00,,
3713B-019,BAIL JUMPING-FELONY,16CF225,$.00,2017/02/28,DISMISSED
3713B-019,BAIL JUMPING-MISDEMEANOR,,$.00,2016/02/29,COMBINED WITH CHARGE 1
3713B-019,DISORDERLY CONDUCT,,$.00,2016/02/29,COMBINED WITH CHARGE 1
3713B-019,BATTERY OR THREAT TO JUDGE PROSECUTOR,15CF1178,$.00,,
3713B-019,CRT STATUS ONLY-NOT A CHARGE,15CM1544,$.00,2016/04/22,*NOT A CHARGE*
3602N-000,WARRANT OTHER AGENCY,14CF1896,$.00,,
3602N-000,STRANGULATION AND SUFFOCATION,17CF87,$3000.00,,
3602N-000,FALSE IMPRISONMENT,,$.00,2017/01/21,NO ISSUE
3602N-000,KNOWINGLY VIOLATE A DOMESTIC ABUSE ORDER,,$.00,2017/01/27,NO ISSUE
3602N-000,BATTERY,,$.00,2017/01/27,NO ISSUE
3602N-000,DISORDERLY CONDUCT,,$.00,2017/01/27,COMBINED WITH CHARGE 2
3602N-000,INTIMIDATE VICTIM/USE OR ATTEMPT FORCE,,$.00,2017/01/27,COMBINED WITH CHARGE 2
3710H-008,POSSESS W/INTENT-COCAINE (>1-5G),17CF419,$2000.00,,
9962G-007,BAIL JUMPING-FELONY,17CF257,$2500.00,,
9962G-007,BAIL JUMPING-MISDEMEANOR,,$.00,2017/03/15,COMBINED WITH CHARGE 1
9962G-007,BAIL JUMPING-MISDEMEANOR,,$.00,2017/03/15,COMBINED WITH CHARGE 1
9962G-007,BAIL JUMPING-MISDEMEANOR,,$.00,2017/03/15,NO ISSUE
9962G-007,BATTERY,,$.00,2017/03/15,NO ISSUE
9962G-007,CRIMINAL DAMAGE TO PROPERTY,,$.00,2017/03/15,COMBINED WITH CHARGE 1
9962G-007,DISORDERLY CONDUCT,,$.00,2017/03/15,COMBINED WITH CHARGE 1
3022N-000,FEDERAL AGENCY HOLD,,$.00,,
2928N-000,ARMED ROBBERY WITH THREAT OF FORCE,16CF1195,$10000.00,,
9484K-009,P&P HOLD - MISD,16CF997,$.00,,
9484K-009,BAIL JUMPING-FELONY,17CF172,$.00,2017/04/24,SIGNATURE BOND
9484K-009,BAIL JUMPING-MISDEMEANOR,,$.00,2017/02/16,NO ISSUE
9484K-009,OPERATING WHILE INTOXICATED,,$.00,2017/02/12,AFTER 12-HOUR HOLD
9484K-009,CRT STATUS ONLY-NOT A CHARGE,,$.00,2017/03/03,*NOT A CHARGE*
3596N-000,FEDERAL AGENCY HOLD,,$.00,,
4318N-000,BATTERY,17CM386,$750.00,,
4318N-000,DISORDERLY CONDUCT,17CM386,$.00,2017/03/29,COMBINED WITH CHARGE 1
91921-014,MANUF/DELIVER COCAINE (>40G),17CF384,$75000.00,,
91921-014,MANUF/DELIVER COCAINE (>40G),,$.00,2017/04/13,COMBINED WITH CHARGE 1
91921-014,MANUF/DELIVER COCAINE (>40G),,$.00,2017/04/13,COMBINED WITH CHARGE 1
91921-014,FELON POSSESS FIREARM,,$.00,2017/04/13,COMBINED WITH CHARGE 1
91921-014,POSSESS W/INTENT-THC (>200-1000G),,$.00,2017/04/13,COMBINED WITH CHARGE 1
91921-014,MANUF/DELIVER DESIGNER DRUGS (<=3G),,$.00,2017/04/13,NO ISSUE
91921-014,2ND-DEGREE RECKLESSLY ENDANGERING SAFETY,,$.00,2017/04/13,NO ISSUE
1286G-012,REVOCATION ORD & WARR,15CM629,$.00,,
1286G-012,CRT STATUS ONLY-NOT A CHARGE,16SC3980,$.00,2017/02/20,*NOT A CHARGE*
4385H-016,P&P HOLD - FELONY,07CF735,$.00,,
4385H-016,DISORDERLY CONDUCT,,$.00,2016/11/28,NO ISSUE
4385H-016,DISORDERLY CONDUCT,16FO1803,$.00,2016/11/28,TIME TO PAY
2890N-000,2ND DEG. SEX ASSAULT/USE OF FORCE,16CF1211,$20000.00,,
7159M-001,FEDERAL AGENCY HOLD,,$.00,,
225G-031,CONTEMPT OF COURT - DISOBEY ORDER,13FA788,$.00,,
2916N-000,2ND DEG. SEX ASSAULT/USE OF FORCE,16CF1236,$25000.00,,
2916N-000,POSS OF METHAMPHETAMINE,,$.00,2016/11/02,COMBINED WITH CHARGE 1
2916N-000,RESISTING OR OBSTRUCTING AN OFFICER,,$.00,2016/11/02,COMBINED WITH CHARGE 1
2916N-000,WARRANT OTHER AGENCY,,$.00,,
1033N-000,1ST DEG SEX CONTACT CHILD UNDER 13,16CF376,$25000.00,,
1.861E-39,P&P HOLD - FELONY,13CF1032,$.00,,
922N-001,WARRANT OTHER AGENCY,13CF1704,$.00,,
922N-001,1ST RECKLESS HOMICIDE/DELIVER DRUGS,16CF1143,$100000.00,,
922N-001,POSSESS W/INTENT-COCAINE (>1-5G),16CF1143,$.00,2016/10/12,COMBINED WITH CHARGE 2
922N-001,POSSESSION OF NARCOTIC DRUGS,16CF1143,$.00,2016/10/12,COMBINED WITH CHARGE 2
922N-001,MAINTAIN DRUG TRAFFICKING PLACE,16CF1143,$.00,2016/10/12,COMBINED WITH CHARGE 2
3871N-001,CHILD ABUSE-INTENT CAUSE GREAT BODY HARM,17CF248,$2000.00,,
3871N-001,BATTERY,,$.00,2017/03/13,COMBINED WITH CHARGE 1
3871N-001,DISORDERLY CONDUCT,,$.00,2017/03/13,COMBINED WITH CHARGE 1
3871N-001,CRT STATUS ONLY-NOT A CHARGE,17CV306,$.00,2017/03/27,*NOT A CHARGE*
1525J-000,FEDERAL AGENCY HOLD,,$.00,2007/06/11,RELEASED TO OTHER AGENCY
2055M-007,RESISTING OR OBSTRUCTING AN OFFICER,16CM1475,$.00,,
2055M-007,CRIMINAL DAMAGE TO PROPERTY,17CM144,$.00,,
2055M-007,DISORDERLY CONDUCT,,$.00,2017/02/02,COMBINED WITH CHARGE 2
852N-001,1ST-DEGREE RECKLESSLY ENDANGERING SAFETY,17CF433,$100000.00,,
852N-001,DISORDERLY CONDUCT,,$.00,2017/04/26,COMBINED WITH CHARGE 1
578N-001,2ND DEGREE SEXUAL ASSAULT OF CHILD,16CF131,$.00,,
6054J-006,P&P HOLD - FELONY,15CF288,$.00,,
1891N-000,POSSESSION OF CHILD PORNOGRAPHY,16CF789,$99000.00,,
8373L-007,REVOCATION ORD & WARR,13CF1109,$.00,,
8373L-007,POSSESSION OF COCAINE/COCA,17CF96,$3000.00,,
8373L-007,POSSESSION OF NARCOTIC DRUGS,,$.00,2017/01/31,COMBINED WITH CHARGE 2
8373L-007,POSSESS DRUG PARAPHERNALIA,,$.00,2017/01/31,COMBINED WITH CHARGE 2
8373L-007,POSSESSION OF CONTROLLED SUBSTANCE,,$.00,2017/01/31,COMBINED WITH CHARGE 2
8373L-007,BAIL JUMPING-MISDEMEANOR,,$.00,2017/01/31,COMBINED WITH CHARGE 2
8373L-007,EXTRADITION,17CF67,$.00,,
68451-027,P&P HOLD - MISD,17CM277,$.00,,
3308N-000,FEDERAL AGENCY HOLD,,$.00,,
52351-002,MISAPPROPRIATE ID INFO - OBTAIN MONEY,,$.00,,
52351-002,FRAUDULENT USE/CREDIT CARD,,$1000.00,,
3980L-003,MANUFACTURE/DELIVER HEROIN (<3G),16CF1190,$2500.00,,
3980L-003,WARRANT OTHER AGENCY,15CF946,$.00,,
3980L-003,WARRANT OTHER AGENCY,16CF1586,$10035.00,,
7483G-012,CONTEMPT OF COURT - DISOBEY ORDER,03FA500,$.00,,
1541N-001,STALKING,16CF639,$15000.00,,
3714N-000,POSSESS W/INTENT-THC (>10000 GRAMS),17CF112,$2000.00,,
3714N-000,POSS OF METHAMPHETAMINE,,$.00,2017/02/03,COMBINED WITH CHARGE 1
3714N-000,BAIL JUMPING-MISDEMEANOR,,$.00,2017/02/03,COMBINED WITH CHARGE 1
3714N-000,POSSESS DRUG PARAPHERNALIA,,$.00,2017/02/03,NO ISSUE
3714N-000,WARRANT OTHER AGENCY,,$.00,,
3714N-000,WARRANT OTHER AGENCY,16CM1360,$.00,,
572H-017,POSSESSION OF CONTROLLED SUBSTANCE,15CM921,$.00,,
6711I-014,P&P HOLD - FELONY,,$.00,,
966D-011,2ND-DEGREE RECKLESSLY ENDANGERING SAFETY,,$.00,2017/01/03,NO ISSUE
966D-011,BATTERY,,$.00,2017/01/03,NO ISSUE
966D-011,DISORDERLY CONDUCT,,$.00,2017/01/03,NO ISSUE
966D-011,INJURY BY NEGLIGENT USE/WEAPON/EXPLOSIVE,17CF5,$5000.00,,
2285L-005,P&P HOLD - FELONY,14CF1346,$.00,,
1761N-001,P&P HOLD - FELONY,16CF726,$.00,,
1761N-001,AGGRAVATED BATTERY-PHYSICALLY DISABLED,,$.00,2017/02/24,PROSECUTION DENIED
95351-008,EXTENDED SUPERVISION SANCTION,15CF885,$.00,,
2024J-005,P&P HOLD - FELONY,15CF522,$.00,2017/03/31,P.O.HOLD CANCELLED
2024J-005,FALSE IMPRISONMENT,15CF522,$.00,,
2024J-005,CRT STATUS ONLY-NOT A CHARGE,,$.00,2017/03/29,*NOT A CHARGE*
9342G-019,CONTEMPT OF COURT - DISOBEY ORDER,10FA171,$.00,,
3777J-018,P&P HOLD - MISD,15CM1059,$.00,2017/02/27,P.O.HOLD CANCELLED
3777J-018,CONTEMPT OF COURT - DISOBEY ORDER,13FA793,$.00,2017/04/26,TIME SERVED
3777J-018,DISORDERLY CONDUCT,15CM1059,$.00,,
3777J-018,DISORDERLY CONDUCT,15CM1649,$.00,,
6508D-036,P&P HOLD - MISD,16CM579,$.00,2016/11/28,P.O.HOLD CANCELLED
6508D-036,RETAIL THEFT (<= $1000),16CM1430,$.00,2017/01/11,PLACED ON PROBATION
6508D-036,RETAIL THEFT-INTENTIONALLY TAKE,16CM579,$.00,2017/04/21,TIME SERVED
6508D-036,CRT STATUS ONLY-NOT A CHARGE,,$.00,2017/01/13,*NOT A CHARGE*
6508D-036,MANUE/DELIVER COCAINE (<=1G),17CF412,$2500.00,,
6508D-036,MANUF/DELIVER COCAINE (<=1G),,$.00,2017/04/21,COMBINED WITH CHARGE 5
6508D-036,MANUF/DELIVER COCAINE (<=1G),,$.00,2017/04/21,COMBINED WITH CHARGE 5
7942D-039,1ST DEG SEX CONTACT CHILD UNDER 13,12CF884,$.00,2016/10/17,DISMISSED
7942D-039,CHILD SEXPLOITATION-EMPLOY USE INDUCE,12CF360,$25000.00,,
1383N-001,OPERATING WHILE INTOXICATED,,$.00,,
9141I-008,REVOCATION ORD & WARR,14CF332,$.00,,
199G-017,POSSESS W/INTENT-THC (<=200GRAMS),16CF39,$.00,,
3777H-012,EXTENDED SUPERVISION SANCTION,09CF726,$.00,,
3777H-012,CRT STATUS ONLY-NOT A CHARGE,,$.00,2017/03/06,*NOT A CHARGE*
3489H-013,P&P HOLD - FELONY,04CF450,$.00,,
3489H-013,RESIST - CAUSE SUBSTANTIAL BODILY HARM,17CF445,$500.00,,
3489H-013,OPERATING WHILE INTOXICATED,,$.00,2017/04/06,COMBINED WITH CHARGE 2
3489H-013,UNREASONABLE AND IMPRUDENT SPEED,17TR4550,$.00,2017/04/06,PER COURT ORDER
3489H-013,FAILURE TO NOTIFY POLICE OF ACCIDENT,17TR4519,$.00,2017/04/06,PER COURT ORDER
9830M-004,P&P HOLD - MISD,16CM1588,$.00,,
2960H-016,THEET-MOVABLE PROPERTY,16CF995,$.00,,
1422N-000,FEDERAL AGENCY HOLD,,$.00,,
137G-039,P&P HOLD-FELONY,03CF1101,$.00,2017/03/22,P.O.HOLD CANCELLED
137G-039,CRT STATUS ONLY-NOT A CHARGE,,$.00,2017/03/07,*NOT A CHARGE*
137G-039,BATTERY,16CM395,$.00,,
3472N-001,BAIL JUMPING-MISDEMEANOR,17CM322,$.00,2017/04/17,SIGNATURE BOND
3472N-001,DISORDERLY CONDUCT,17CM29,$500.00,,
3472N-001,POSSESSION OF CONTROLLED SUBSTANCE,17CM29,$.00,2017/04/14,WARRANT ADDITIONAL CHARGE
26701-026,POSSESSION OF THC,17CF296,$2500.00,,
26701-026,BAIL JUMPING-FELONY,17CF296,$.00,2017/03/24,COMBINED WITH CHARGE 1
26701-026,WARRANT OTHER AGENCY,15CF541,$.00,2017/04/10,P.O.HOLD CANCELLED
26701-026,CRT STATUS ONLY-NOT A CHARGE,16CF1374,$.00,2017/03/28,*NOT A CHARGE*
7925G-009,EXPOSING GENITALS TO CHILD,17CF403,$2000.00,,
7925G-009,BAIL JUMPING-MISDEMEANOR,17CF403,$.00,2017/05/01,WARRANT ADDITIONAL CHARGE
7925G-009,BATTERY,17CM164,$1000.00,,
7925G-009,DISORDERLY CONDUCT,17CM164,$.00,2017/05/01,WARRANT ADDITIONAL CHARGE
4584N-000,OPERATING WHILE INTOXICATED,17CT9,$.00,,
5545L-003,BAIL JUMPING-MISDEMEANOR,17CM510,$1200.00,,
5545L-003,CRIMINAL DAMAGE TO PROPERTY,17CM510,$.00,2017/04/21,COMBINED WITH CHARGE 1
5545L-003,DISORDERLY CONDUCT,,$.00,2017/04/21,COMBINED WITH CHARGE 1
4003K-009,BAIL JUMPING-FELONY,17CF164,$20000.00,,
4003K-009,BAIL JUMPING-MISDEMEANOR,,$.00,2017/02/13,COMBINED WITH CHARGE 1
4003K-009,OPERATING WHILE REVOKED,,$.00,2017/02/10,NO POST/RELEASED W/COURT
4003K-009,POSSESS W/INTENT-THC (<=200GRAMS),16CF1150,$.00,,
4003K-009,OPERATING WHILE REVOKED,16CT525,$.00,,
4003K-009,CRT STATUS ONLY-NOT A CHARGE,16CM1098,$.00,2017/02/14,*NOT A CHARGE*
4003K-009,OPERATING WHILE REVOKED,,$250.00,,
2601H-023,P&P HOLD - FELONY,16CF359,$.00,,
1630N-000,FEDERAL AGENCY HOLD,,$.00,,
7910F-033,EXTENDED SUPERVISION SANCTION,07CF692,$.00,,
7910F-033,BAIL JUMPING-MISDEMEANOR,17CM350,$500.00,,
7910F-033,RESISTING OR OBSTRUCTING AN OFFICER,,$.00,2017/03/22,COMBINED WITH CHARGE 2
7910F-033,POSSESSION OF THC,,$.00,2017/03/22,COMBINED WITH CHARGE 2
7910F-033,CRT STATUS ONLY-NOT A CHARGE,16TR16176,$.00,2017/04/06,*NOT A CHARGE*
7910F-033,CRT STATUS ONLY-NOT A CHARGE,16TR16177,$.00,2017/04/06,*NOT A CHARGE*
7910F-033,CRT STATUS ONLY-NOT A CHARGE,16CM1693,$.00,2017/04/06,*NOT A CHARGE*
3959J-019,P&P HOLD - FELONY,10CF63,$.00,,
3959J-019,STRANGULATION AND SUFFOCATION,16CF458,$1500.00,,
3959J-019,INTIMIDATE VICTIM/DISSUADE REPORTING,,$.00,2016/04/26,COMBINED WITH CHARGE 2
3959J-019,BATTERY,,$.00,2016/04/26,COMBINED WITH CHARGE 2
